date,channel,campaign_name,campaign_variant,impressions,clicks,ctr,bounces,bounce_rate,sessions_avg_duration_sec,conversions,conversion_rate,revenue,spend,cpa,roas,avg_order_value,new_customers,returning_customers
2024-07-17,Affiliate,Coupon Sites,N/A,7794,232,0.02981,103,0.444,150,12,0.05228,1226.4,0.0,0.0,1226.4,102.2,4,4
2024-07-18,Email,Welcome Series,N/A,1964,63,0.03247,29,0.4603,108,6,0.10287,826.74,0.0,0.0,826.74,137.79,2,2
2024-07-18,Email,Cart Abandonment,N/A,1727,44,0.02566,23,0.5227,25,2,0.05458,185.6,0.0,0.0,185.6,92.8,0,0
2024-07-18,Email,Weekly Newsletter,N/A,2205,91,0.04136,51,0.5604,94,4,0.05454,469.76,0.0,0.0,469.76,117.44,1,2
2024-07-18,Email,Flash Sale,N/A,1773,46,0.02644,18,0.3913,128,2,0.06509,263.8,0.0,0.0,263.8,131.9,1,0
2024-07-18,Email,Product Launch,N/A,1772,44,0.0251,13,0.2955,73,3,0.08422,299.1,0.0,0.0,299.1,99.7,1,1
2024-07-18,Google Ads,Brand Search,N/A,6546,163,0.02493,104,0.638,104,7,0.04567,592.83,255.23,36.46,2.32,84.69,3,3
2024-07-18,Google Ads,Generic Search,N/A,8397,178,0.02131,78,0.4382,33,4,0.02414,259.12,287.62,71.91,0.9,64.78,2,1
2024-07-18,Google Ads,Performance Max,N/A,8669,267,0.03089,96,0.3596,225,12,0.04722,526.2,328.77,27.4,1.6,43.85,3,4
2024-07-18,Google Ads,Retargeting,N/A,7684,258,0.0336,101,0.3915,73,8,0.03441,640.8,259.77,32.47,2.47,80.1,2,3
2024-07-18,Facebook Ads,Lookalike Prospecting,Variant_B,5131,56,0.01105,20,0.3571,151,1,0.03049,56.88,76.91,76.91,0.74,56.88,0,0
2024-07-18,Facebook Ads,Retargeting,Variant_A,8604,139,0.01617,47,0.3381,163,3,0.02686,392.91,134.06,44.69,2.93,130.97,1,1
2024-07-18,Facebook Ads,Dynamic Product Ads,N/A,7532,91,0.01218,27,0.2967,58,2,0.03195,107.06,105.41,52.7,1.02,53.53,0,1
2024-07-18,Facebook Ads,Lead Gen,N/A,7215,111,0.01549,29,0.2613,222,3,0.02927,184.71,93.0,31.0,1.99,61.57,0,1
2024-07-18,Instagram Ads,Stories Ads,N/A,7600,97,0.01287,51,0.5258,172,1,0.0151,42.68,137.27,137.27,0.31,42.68,0,0
2024-07-18,Instagram Ads,Reels Ads,N/A,7309,150,0.02056,68,0.4533,77,3,0.02617,173.82,127.78,42.59,1.36,57.94,1,1
2024-07-18,Instagram Ads,Influencer Collab,N/A,6641,103,0.01558,34,0.3301,15,1,0.01444,61.79,100.45,100.45,0.62,61.79,0,0
2024-07-18,Display,Premium Placement,N/A,40667,179,0.00441,109,0.6089,211,1,0.01001,72.38,248.52,248.52,0.29,72.38,0,0
2024-07-18,TikTok Ads,Spark Ads,N/A,40256,622,0.01546,284,0.4566,91,9,0.0156,763.38,459.05,51.01,1.66,84.82,4,5
2024-07-18,Newsletter,Special Offers,N/A,5499,259,0.04714,117,0.4517,97,27,0.10683,2800.71,0.0,0.0,2800.71,103.73,10,12
2024-07-18,Influencer,Micro-Influencer,N/A,4187,94,0.02247,23,0.2447,106,1,0.01213,101.71,216.33,216.33,0.47,101.71,0,0
2024-07-18,Influencer,Macro-Influencer,N/A,4921,98,0.02007,59,0.602,30,1,0.01691,111.4,267.91,267.91,0.42,111.4,0,0
2024-07-18,Influencer,UGC Campaign,N/A,5286,123,0.02343,47,0.3821,44,2,0.02188,85.48,232.84,116.42,0.37,42.74,0,0
2024-07-18,Affiliate,Blog Partners,N/A,7285,196,0.02698,55,0.2806,158,6,0.03477,553.02,0.0,0.0,553.02,92.17,2,3
2024-07-18,Affiliate,Cashback Sites,N/A,8790,248,0.0283,76,0.3065,25,13,0.05627,1624.74,0.0,0.0,1624.74,124.98,5,5
2024-07-19,Email,Cart Abandonment,Variant_A,1337,34,0.02616,21,0.6176,162,3,0.09792,283.65,0.0,0.0,283.65,94.55,1,1
2024-07-19,Email,Weekly Newsletter,Variant_A,1485,62,0.04226,22,0.3548,461,6,0.10524,462.3,0.0,0.0,462.3,77.05,1,3
2024-07-19,Email,Flash Sale,Variant_A,1394,36,0.02629,20,0.5556,72,3,0.10906,119.34,0.0,0.0,119.34,39.78,1,1
2024-07-19,Email,Re-engagement,N/A,1219,45,0.03753,14,0.3111,243,2,0.0524,254.0,0.0,0.0,254.0,127.0,0,1
2024-07-19,Email,Product Launch,Variant_A,1814,51,0.02853,26,0.5098,39,5,0.09957,362.15,0.0,0.0,362.15,72.43,1,2
2024-07-19,Google Ads,Generic Search,N/A,12118,351,0.02901,123,0.3504,795,9,0.02654,1240.74,452.23,50.25,2.74,137.86,4,3
2024-07-19,Google Ads,Shopping Ads,N/A,16055,402,0.0251,202,0.5025,44,9,0.02264,1277.91,650.74,72.3,1.96,141.99,3,4
2024-07-19,Google Ads,Performance Max,N/A,9112,196,0.02155,82,0.4184,31,8,0.04151,707.12,363.32,45.41,1.95,88.39,3,3
2024-07-19,Facebook Ads,Lookalike Prospecting,N/A,7104,83,0.01179,41,0.494,123,2,0.03129,243.04,94.07,47.03,2.58,121.52,0,0
2024-07-19,Facebook Ads,Brand Awareness,N/A,7766,95,0.01225,40,0.4211,79,3,0.03276,324.06,101.67,33.89,3.19,108.02,1,1
2024-07-19,Facebook Ads,Lead Gen,N/A,11668,139,0.01198,59,0.4245,47,3,0.02872,235.53,152.89,50.96,1.54,78.51,1,1
2024-07-19,Instagram Ads,Stories Ads,N/A,6942,84,0.01211,26,0.3095,212,1,0.01225,73.74,109.16,109.16,0.68,73.74,0,0
2024-07-19,Instagram Ads,Reels Ads,N/A,4881,95,0.01957,24,0.2526,743,1,0.01801,118.35,67.47,67.47,1.75,118.35,0,0
2024-07-19,Instagram Ads,Shopping Ads,N/A,7050,140,0.01999,59,0.4214,25,2,0.01626,296.72,116.36,58.18,2.55,148.36,0,0
2024-07-19,Instagram Ads,Influencer Collab,N/A,7987,146,0.01836,64,0.4384,64,3,0.02294,168.18,130.48,43.49,1.29,56.06,1,1
2024-07-19,Display,Retargeting Banner,N/A,55878,240,0.0043,92,0.3833,52,1,0.00774,50.25,262.62,262.62,0.19,50.25,0,0
2024-07-19,TikTok Ads,In-Feed Ads,N/A,26025,437,0.0168,200,0.4577,164,5,0.01197,243.85,358.52,71.7,0.68,48.77,1,2
2024-07-19,TikTok Ads,Spark Ads,N/A,16840,294,0.01747,158,0.5374,408,4,0.01694,470.84,176.55,44.14,2.67,117.71,1,2
2024-07-19,Newsletter,Content Roundup,N/A,4331,194,0.04492,50,0.2577,1016,24,0.12538,3672.0,0.0,0.0,3672.0,153.0,8,14
2024-07-19,Influencer,Macro-Influencer,N/A,9372,188,0.02014,54,0.2872,58,2,0.01306,219.8,518.17,259.08,0.42,109.9,0,1
2024-07-19,Affiliate,Blog Partners,N/A,4675,115,0.02473,63,0.5478,153,3,0.03253,269.79,0.0,0.0,269.79,89.93,0,1
2024-07-19,Affiliate,Cashback Sites,N/A,4677,129,0.02775,64,0.4961,74,6,0.04907,273.84,0.0,0.0,273.84,45.64,2,2
2024-07-19,Affiliate,Coupon Sites,N/A,5392,129,0.02399,64,0.4961,123,4,0.03875,429.72,0.0,0.0,429.72,107.43,1,1
2024-07-20,Email,Cart Abandonment,N/A,1014,37,0.03745,22,0.5946,121,2,0.05767,210.06,0.0,0.0,210.06,105.03,0,1
2024-07-20,Email,Weekly Newsletter,Variant_B,1070,33,0.03145,14,0.4242,24,2,0.08218,275.78,0.0,0.0,275.78,137.89,0,0
2024-07-20,Email,Flash Sale,Variant_B,1562,51,0.03301,14,0.2745,112,2,0.05425,170.04,0.0,0.0,170.04,85.02,0,1
2024-07-20,Email,Re-engagement,Variant_B,1229,40,0.03258,15,0.375,40,4,0.10767,141.96,0.0,0.0,141.96,35.49,1,1
2024-07-20,Email,Product Launch,Variant_A,1307,46,0.03539,26,0.5652,47,2,0.0639,257.0,0.0,0.0,257.0,128.5,0,1
2024-07-20,Google Ads,Shopping Ads,N/A,12975,335,0.02589,100,0.2985,175,11,0.03319,1276.77,489.74,44.52,2.61,116.07,3,6
2024-07-20,Google Ads,Retargeting,N/A,17473,639,0.03662,235,0.3678,75,14,0.02341,1329.3,716.57,51.18,1.86,94.95,3,7
2024-07-20,Facebook Ads,Lookalike Prospecting,Variant_B,4244,44,0.01058,12,0.2727,34,0,0.01751,0.0,65.82,65.82,0.0,47.5,0,0
2024-07-20,Facebook Ads,Retargeting,Control,4638,48,0.01038,15,0.3125,385,0,0.02078,0.0,56.41,56.41,0.0,150.05,0,0
2024-07-20,Facebook Ads,Brand Awareness,Variant_A,5210,56,0.01082,25,0.4464,103,1,0.0235,105.4,68.05,68.05,1.55,105.4,0,0
2024-07-20,Facebook Ads,Lead Gen,Variant_A,7111,70,0.00988,18,0.2571,64,1,0.02644,138.5,87.1,87.1,1.59,138.5,0,0
2024-07-20,Instagram Ads,Stories Ads,N/A,3610,53,0.01489,18,0.3396,60,0,0.01409,0.0,56.71,56.71,0.0,65.21,0,0
2024-07-20,Instagram Ads,Reels Ads,N/A,5471,72,0.01332,19,0.2639,201,0,0.01322,0.0,90.05,90.05,0.0,155.15,0,0
2024-07-20,Instagram Ads,Shopping Ads,N/A,5996,107,0.01794,42,0.3925,151,1,0.0174,60.84,83.79,83.79,0.73,60.84,0,0
2024-07-20,Instagram Ads,Influencer Collab,N/A,4410,69,0.0157,23,0.3333,44,1,0.02191,43.73,73.72,73.72,0.59,43.73,0,0
2024-07-20,Display,Programmatic RTB,N/A,19174,72,0.00379,26,0.3611,459,0,0.00914,0.0,97.78,97.78,0.0,89.57,0,0
2024-07-20,Display,Premium Placement,Variant_A,15871,66,0.00417,27,0.4091,79,0,0.01095,0.0,99.8,99.8,0.0,111.33,0,0
2024-07-20,TikTok Ads,In-Feed Ads,N/A,19958,309,0.01549,111,0.3592,290,5,0.01929,589.85,216.69,43.34,2.72,117.97,2,3
2024-07-20,TikTok Ads,Spark Ads,N/A,10791,130,0.01207,62,0.4769,115,1,0.01324,82.86,118.24,118.24,0.7,82.86,0,0
2024-07-20,Newsletter,Monthly Digest,N/A,1554,57,0.03677,28,0.4912,70,7,0.13656,909.72,0.0,0.0,909.72,129.96,3,4
2024-07-20,Newsletter,Special Offers,N/A,1071,36,0.03379,19,0.5278,43,2,0.06449,233.24,0.0,0.0,233.24,116.62,1,1
2024-07-20,Newsletter,Content Roundup,N/A,1393,61,0.04403,30,0.4918,96,4,0.07719,160.12,0.0,0.0,160.12,40.03,1,2
2024-07-20,Influencer,Micro-Influencer,N/A,5003,91,0.01836,33,0.3626,86,1,0.01937,45.65,256.33,256.33,0.18,45.65,0,0
2024-07-20,Influencer,UGC Campaign,N/A,5027,126,0.02524,77,0.6111,48,3,0.02494,339.3,222.96,74.32,1.52,113.1,1,1
2024-07-20,Affiliate,Blog Partners,N/A,3989,114,0.02876,30,0.2632,47,5,0.04998,477.4,0.0,0.0,477.4,95.48,2,2
2024-07-20,Affiliate,Cashback Sites,N/A,5149,142,0.02766,90,0.6338,147,7,0.05346,454.16,0.0,0.0,454.16,64.88,2,3
2024-07-20,Affiliate,Coupon Sites,N/A,2911,102,0.03515,49,0.4804,21,5,0.05462,224.1,0.0,0.0,224.1,44.82,1,2
2024-07-21,Email,Cart Abandonment,Variant_B,1956,62,0.03177,24,0.3871,56,5,0.08924,630.55,0.0,0.0,630.55,126.11,2,2
2024-07-21,Email,Weekly Newsletter,Variant_B,2324,82,0.03536,29,0.3537,485,8,0.10796,1021.12,0.0,0.0,1021.12,127.64,2,4
2024-07-21,Email,Flash Sale,N/A,1523,54,0.03596,31,0.5741,42,5,0.1026,553.1,0.0,0.0,553.1,110.62,1,3
2024-07-21,Email,Product Launch,Variant_B,1163,31,0.02681,10,0.3226,66,2,0.07891,125.12,0.0,0.0,125.12,62.56,0,1
2024-07-21,Google Ads,Brand Search,N/A,10542,338,0.03207,185,0.5473,76,8,0.02613,973.04,409.27,51.16,2.38,121.63,3,3
2024-07-21,Google Ads,Generic Search,N/A,7687,210,0.02741,79,0.3762,145,5,0.02854,469.7,267.17,53.43,1.76,93.94,2,1
2024-07-21,Google Ads,Retargeting,N/A,7660,226,0.02959,113,0.5,68,10,0.04611,1181.5,322.07,32.21,3.67,118.15,2,5
2024-07-21,Facebook Ads,Lookalike Prospecting,Variant_A,4670,47,0.01026,16,0.3404,142,1,0.02141,74.98,65.09,65.09,1.15,74.98,0,0
2024-07-21,Facebook Ads,Retargeting,N/A,5119,78,0.01528,43,0.5513,230,1,0.02495,65.62,82.02,82.02,0.8,65.62,0,0
2024-07-21,Facebook Ads,Dynamic Product Ads,Variant_B,6175,77,0.01259,27,0.3506,64,1,0.01679,61.0,77.32,77.32,0.79,61.0,0,0
2024-07-21,Facebook Ads,Brand Awareness,Control,6321,54,0.0086,14,0.2593,115,1,0.03364,104.08,82.01,82.01,1.27,104.08,0,0
2024-07-21,Instagram Ads,Stories Ads,N/A,6768,100,0.01491,50,0.5,116,1,0.01315,103.7,94.12,94.12,1.1,103.7,0,0
2024-07-21,Instagram Ads,Reels Ads,N/A,6549,131,0.0201,57,0.4351,65,2,0.01536,144.0,92.83,46.41,1.55,72.0,0,1
2024-07-21,Instagram Ads,Influencer Collab,N/A,4987,91,0.01838,38,0.4176,64,2,0.02674,188.48,84.24,42.12,2.24,94.24,0,1
2024-07-21,Display,Programmatic RTB,N/A,22457,98,0.00439,32,0.3265,25,1,0.01058,91.26,123.59,123.59,0.74,91.26,0,0
2024-07-21,Display,Retargeting Banner,N/A,19623,91,0.00467,33,0.3626,81,0,0.00807,0.0,116.28,116.28,0.0,99.93,0,0
2024-07-21,TikTok Ads,In-Feed Ads,N/A,8268,184,0.02237,99,0.538,38,3,0.01842,165.72,107.02,35.67,1.55,55.24,0,1
2024-07-21,TikTok Ads,Spark Ads,N/A,10387,132,0.01278,54,0.4091,156,1,0.01273,62.49,117.54,117.54,0.53,62.49,0,0
2024-07-21,TikTok Ads,TopView,N/A,8593,155,0.01813,57,0.3677,195,3,0.02083,156.36,96.16,32.05,1.63,52.12,1,1
2024-07-21,Newsletter,Special Offers,N/A,2472,122,0.04971,32,0.2623,166,8,0.07289,738.8,0.0,0.0,738.8,92.35,3,4
2024-07-21,Newsletter,Content Roundup,N/A,2638,100,0.03793,50,0.5,59,12,0.12741,984.0,0.0,0.0,984.0,82.0,3,5
2024-07-21,Influencer,Micro-Influencer,N/A,3648,75,0.0206,23,0.3067,43,1,0.01955,65.85,192.62,192.62,0.34,65.85,0,0
2024-07-21,Influencer,Macro-Influencer,N/A,3304,80,0.02448,24,0.3,115,1,0.02407,87.88,158.27,158.27,0.56,87.88,0,0
2024-07-21,Influencer,UGC Campaign,N/A,3215,78,0.0243,34,0.4359,81,1,0.01427,47.09,156.12,156.12,0.3,47.09,0,0
2024-07-21,Affiliate,Blog Partners,N/A,5364,214,0.03995,123,0.5748,85,6,0.03218,230.1,0.0,0.0,230.1,38.35,2,2
2024-07-21,Affiliate,Cashback Sites,N/A,5444,213,0.0393,119,0.5587,229,8,0.03874,1125.12,0.0,0.0,1125.12,140.64,3,4
2024-07-21,Affiliate,Coupon Sites,N/A,3576,96,0.0271,57,0.5938,57,2,0.02989,202.84,0.0,0.0,202.84,101.42,0,0
2024-07-22,Email,Welcome Series,Variant_B,1765,74,0.04237,42,0.5676,150,6,0.09344,933.06,0.0,0.0,933.06,155.51,3,2
2024-07-22,Email,Cart Abandonment,N/A,1476,55,0.03766,29,0.5273,126,5,0.10622,666.5,0.0,0.0,666.5,133.3,2,2
2024-07-22,Email,Weekly Newsletter,Variant_A,2807,94,0.03358,54,0.5745,116,8,0.09447,777.28,0.0,0.0,777.28,97.16,2,2
2024-07-22,Email,Product Launch,N/A,2234,60,0.02688,21,0.35,173,3,0.05127,231.21,0.0,0.0,231.21,77.07,0,1
2024-07-22,Google Ads,Brand Search,N/A,8260,256,0.03102,133,0.5195,192,6,0.02683,467.58,339.69,56.62,1.38,77.93,2,3
2024-07-22,Google Ads,Generic Search,N/A,7709,225,0.02925,81,0.36,77,10,0.04845,948.2,284.64,28.46,3.33,94.82,2,4
2024-07-22,Google Ads,Shopping Ads,N/A,6816,203,0.02988,114,0.5616,62,4,0.02329,155.92,277.88,69.47,0.56,38.98,1,2
2024-07-22,Google Ads,Retargeting,N/A,9992,233,0.02334,108,0.4635,36,9,0.04144,370.17,433.66,48.18,0.85,41.13,3,3
2024-07-22,Facebook Ads,Lookalike Prospecting,Control,6432,66,0.0104,30,0.4545,54,1,0.02475,90.72,101.84,101.84,0.89,90.72,0,0
2024-07-22,Facebook Ads,Retargeting,N/A,7853,107,0.01369,67,0.6262,94,2,0.02029,137.18,114.22,57.11,1.2,68.59,0,0
2024-07-22,Facebook Ads,Dynamic Product Ads,Control,7794,88,0.01134,46,0.5227,54,1,0.0176,90.55,116.12,116.12,0.78,90.55,0,0
2024-07-22,Facebook Ads,Lead Gen,Control,7273,72,0.01,42,0.5833,13,1,0.01878,139.08,110.38,110.38,1.26,139.08,0,0
2024-07-22,Instagram Ads,Reels Ads,N/A,6866,115,0.01679,50,0.4348,147,2,0.01963,196.96,113.41,56.7,1.74,98.48,0,0
2024-07-22,Instagram Ads,Shopping Ads,N/A,7977,114,0.01431,35,0.307,108,2,0.02407,164.26,133.24,66.62,1.23,82.13,1,1
2024-07-22,Instagram Ads,Influencer Collab,N/A,7000,142,0.02031,56,0.3944,136,2,0.01761,135.6,124.27,62.13,1.09,67.8,0,1
2024-07-22,Display,Premium Placement,N/A,24098,99,0.00413,62,0.6263,84,0,0.00875,0.0,150.67,150.67,0.0,96.46,0,0
2024-07-22,Display,Retargeting Banner,N/A,19876,87,0.00438,44,0.5057,53,0,0.00834,0.0,97.94,97.94,0.0,76.65,0,0
2024-07-22,TikTok Ads,In-Feed Ads,N/A,22929,343,0.015,132,0.3848,60,7,0.02065,551.11,260.69,37.24,2.11,78.73,3,2
2024-07-22,TikTok Ads,Spark Ads,N/A,13908,209,0.01509,126,0.6029,107,2,0.01227,211.28,161.08,80.54,1.31,105.64,0,0
2024-07-22,Newsletter,Content Roundup,N/A,4426,169,0.0382,101,0.5976,189,22,0.13031,1193.5,0.0,0.0,1193.5,54.25,6,13
2024-07-22,Influencer,Micro-Influencer,N/A,4818,128,0.02661,47,0.3672,130,3,0.025,278.82,235.42,78.47,1.18,92.94,1,1
2024-07-22,Influencer,Macro-Influencer,N/A,3311,78,0.02357,42,0.5385,217,1,0.01698,74.98,160.04,160.04,0.47,74.98,0,0
2024-07-22,Influencer,UGC Campaign,N/A,4602,121,0.02647,54,0.4463,105,2,0.01697,76.0,212.84,106.42,0.36,38.0,1,0
2024-07-22,Affiliate,Blog Partners,N/A,6206,195,0.03144,54,0.2769,56,10,0.05239,1449.5,0.0,0.0,1449.5,144.95,5,6
2024-07-22,Affiliate,Cashback Sites,N/A,6661,257,0.03867,82,0.3191,196,10,0.04159,1507.1,0.0,0.0,1507.1,150.71,3,4
2024-07-22,Affiliate,Coupon Sites,N/A,5220,144,0.02761,49,0.3403,172,4,0.03239,169.36,0.0,0.0,169.36,42.34,1,2
2024-07-23,Email,Welcome Series,N/A,1480,45,0.03088,19,0.4222,94,3,0.07269,115.95,0.0,0.0,115.95,38.65,1,1
2024-07-23,Email,Cart Abandonment,N/A,1861,59,0.03197,30,0.5085,85,4,0.07106,174.32,0.0,0.0,174.32,43.58,1,2
2024-07-23,Email,Weekly Newsletter,Control,1677,75,0.04522,30,0.4,52,6,0.09278,328.32,0.0,0.0,328.32,54.72,2,3
2024-07-23,Email,Re-engagement,N/A,1459,46,0.03178,13,0.2826,114,4,0.10251,245.6,0.0,0.0,245.6,61.4,2,2
2024-07-23,Email,Product Launch,N/A,1455,44,0.03082,26,0.5909,434,2,0.06219,167.44,0.0,0.0,167.44,83.72,0,0
2024-07-23,Google Ads,Brand Search,N/A,8431,235,0.02799,83,0.3532,38,8,0.03606,1158.72,277.28,34.66,4.18,144.84,2,3
2024-07-23,Google Ads,Generic Search,N/A,7747,161,0.02091,91,0.5652,96,7,0.04559,941.22,321.09,45.87,2.93,134.46,2,2
2024-07-23,Google Ads,Performance Max,N/A,10039,254,0.02536,143,0.563,72,7,0.03074,895.58,367.28,52.47,2.44,127.94,2,3
2024-07-23,Google Ads,Retargeting,N/A,7092,208,0.02942,95,0.4567,33,4,0.02373,253.32,263.92,65.98,0.96,63.33,1,1
2024-07-23,Facebook Ads,Lookalike Prospecting,N/A,5714,58,0.01027,25,0.431,172,1,0.02324,92.16,80.73,80.73,1.14,92.16,0,0
2024-07-23,Facebook Ads,Retargeting,Control,6635,75,0.01134,26,0.3467,158,1,0.01919,112.45,81.81,81.81,1.37,112.45,0,0
2024-07-23,Facebook Ads,Dynamic Product Ads,N/A,4697,49,0.01064,13,0.2653,136,1,0.02537,131.75,66.47,66.47,1.98,131.75,0,0
2024-07-23,Facebook Ads,Brand Awareness,Variant_B,6374,66,0.01049,39,0.5909,60,1,0.02174,97.83,77.7,77.7,1.26,97.83,0,0
2024-07-23,Facebook Ads,Lead Gen,N/A,7892,76,0.00968,40,0.5263,184,1,0.02018,134.61,94.54,94.54,1.42,134.61,0,0
2024-07-23,Instagram Ads,Reels Ads,N/A,13272,190,0.01439,69,0.3632,346,3,0.0188,451.77,209.09,69.7,2.16,150.59,0,1
2024-07-23,Instagram Ads,Influencer Collab,N/A,15171,202,0.01338,107,0.5297,38,4,0.02225,323.68,227.88,56.97,1.42,80.92,1,2
2024-07-23,Display,Programmatic RTB,Variant_B,37435,156,0.00419,92,0.5897,130,1,0.00759,155.84,215.62,215.62,0.72,155.84,0,0
2024-07-23,Display,Retargeting Banner,Variant_A,27044,86,0.00321,26,0.3023,41,0,0.00719,0.0,132.17,132.17,0.0,116.85,0,0
2024-07-23,TikTok Ads,In-Feed Ads,N/A,14096,210,0.0149,60,0.2857,55,2,0.01362,179.54,150.45,75.22,1.19,89.77,0,1
2024-07-23,TikTok Ads,Spark Ads,N/A,11081,207,0.01874,75,0.3623,22,2,0.01138,84.08,117.93,58.97,0.71,42.04,0,0
2024-07-23,TikTok Ads,TopView,N/A,15272,249,0.01631,64,0.257,163,2,0.01148,101.54,167.63,83.81,0.61,50.77,1,1
2024-07-23,Newsletter,Monthly Digest,N/A,1838,83,0.04543,40,0.4819,23,10,0.12568,581.8,0.0,0.0,581.8,58.18,4,5
2024-07-23,Newsletter,Special Offers,N/A,2228,80,0.03597,46,0.575,144,8,0.11073,398.08,0.0,0.0,398.08,49.76,3,3
2024-07-23,Newsletter,Content Roundup,N/A,1742,78,0.04515,22,0.2821,53,7,0.09694,937.16,0.0,0.0,937.16,133.88,2,2
2024-07-23,Influencer,Micro-Influencer,N/A,4987,142,0.02851,84,0.5915,136,3,0.0215,357.12,263.29,87.76,1.36,119.04,1,1
2024-07-23,Influencer,UGC Campaign,N/A,5429,114,0.02111,68,0.5965,98,1,0.01444,37.33,232.4,232.4,0.16,37.33,0,0
2024-07-23,Affiliate,Coupon Sites,N/A,16686,552,0.03311,308,0.558,191,31,0.05668,2540.45,0.0,0.0,2540.45,81.95,17,14
2024-07-24,Email,Welcome Series,Variant_A,1371,62,0.04529,19,0.3065,301,3,0.0508,131.52,0.0,0.0,131.52,43.84,0,1
2024-07-24,Email,Cart Abandonment,Control,1245,45,0.03652,22,0.4889,307,3,0.08014,126.27,0.0,0.0,126.27,42.09,1,1
2024-07-24,Email,Weekly Newsletter,N/A,1445,62,0.04335,17,0.2742,68,3,0.06219,208.59,0.0,0.0,208.59,69.53,1,1
2024-07-24,Email,Flash Sale,N/A,1831,47,0.02598,23,0.4894,100,3,0.06912,189.21,0.0,0.0,189.21,63.07,1,1
2024-07-24,Email,Re-engagement,N/A,1968,60,0.03056,23,0.3833,64,6,0.10849,285.36,0.0,0.0,285.36,47.56,1,3
2024-07-24,Google Ads,Brand Search,N/A,9101,282,0.03107,94,0.3333,196,10,0.0376,1270.5,316.76,31.68,4.01,127.05,3,4
2024-07-24,Google Ads,Performance Max,N/A,10479,291,0.02786,176,0.6048,127,9,0.03354,845.82,343.27,38.14,2.46,93.98,2,4
2024-07-24,Google Ads,Retargeting,N/A,16210,502,0.031,236,0.4701,31,11,0.02223,1399.09,545.44,49.59,2.57,127.19,5,5
2024-07-24,Facebook Ads,Lookalike Prospecting,Variant_B,7301,91,0.01258,24,0.2637,63,3,0.03357,129.24,103.44,34.48,1.25,43.08,1,1
2024-07-24,Facebook Ads,Retargeting,Variant_B,6906,112,0.01627,46,0.4107,88,2,0.02175,226.32,85.6,42.8,2.64,113.16,1,0
2024-07-24,Facebook Ads,Brand Awareness,N/A,5144,69,0.01359,19,0.2754,266,1,0.01648,130.7,76.36,76.36,1.71,130.7,0,0
2024-07-24,Facebook Ads,Lead Gen,N/A,7574,77,0.01018,33,0.4286,391,1,0.02439,93.12,97.02,97.02,0.96,93.12,0,0
2024-07-24,Instagram Ads,Stories Ads,N/A,17120,221,0.01295,91,0.4118,99,5,0.02632,354.5,305.29,61.06,1.16,70.9,1,3
2024-07-24,Display,Programmatic RTB,Variant_A,23337,80,0.00345,51,0.6375,71,0,0.00725,0.0,127.99,127.99,0.0,113.33,0,0
2024-07-24,Display,Premium Placement,Variant_A,24300,71,0.00292,32,0.4507,109,0,0.00707,0.0,152.28,152.28,0.0,125.88,0,0
2024-07-24,TikTok Ads,In-Feed Ads,N/A,18958,274,0.01449,79,0.2883,82,3,0.01226,153.09,219.99,73.33,0.7,51.03,1,1
2024-07-24,TikTok Ads,Spark Ads,N/A,20675,387,0.01874,163,0.4212,12,5,0.01422,623.15,270.35,54.07,2.3,124.63,2,3
2024-07-24,Newsletter,Monthly Digest,N/A,6225,264,0.04244,168,0.6364,46,19,0.07241,1806.14,0.0,0.0,1806.14,95.06,9,7
2024-07-24,Influencer,Macro-Influencer,N/A,8931,209,0.02348,129,0.6172,224,3,0.01619,207.3,474.76,158.25,0.44,69.1,1,1
2024-07-24,Affiliate,Blog Partners,N/A,4446,161,0.03641,101,0.6273,307,8,0.05092,1035.92,0.0,0.0,1035.92,129.49,4,3
2024-07-24,Affiliate,Cashback Sites,N/A,5428,154,0.02844,68,0.4416,192,4,0.03103,292.52,0.0,0.0,292.52,73.13,1,2
2024-07-24,Affiliate,Coupon Sites,N/A,4829,150,0.03118,87,0.58,112,5,0.03352,208.85,0.0,0.0,208.85,41.77,1,2
2024-07-25,Email,Welcome Series,Variant_A,1836,56,0.03079,20,0.3571,16,6,0.11047,595.8,0.0,0.0,595.8,99.3,3,3
2024-07-25,Email,Cart Abandonment,Variant_B,1247,41,0.03346,14,0.3415,24,3,0.09528,199.47,0.0,0.0,199.47,66.49,1,1
2024-07-25,Email,Weekly Newsletter,Variant_B,2097,66,0.03182,26,0.3939,123,3,0.05495,214.41,0.0,0.0,214.41,71.47,1,1
2024-07-25,Email,Flash Sale,Control,2005,67,0.03342,40,0.597,134,4,0.06788,201.76,0.0,0.0,201.76,50.44,1,1
2024-07-25,Email,Re-engagement,N/A,2051,62,0.03026,19,0.3065,78,5,0.08782,202.95,0.0,0.0,202.95,40.59,2,2
2024-07-25,Google Ads,Generic Search,N/A,33846,959,0.02836,578,0.6027,123,44,0.04606,3036.88,1163.06,26.43,2.61,69.02,21,21
2024-07-25,Facebook Ads,Brand Awareness,Control,19324,243,0.0126,143,0.5885,110,3,0.01583,109.95,233.75,77.92,0.47,36.65,1,1
2024-07-25,Instagram Ads,Reels Ads,N/A,13171,204,0.01556,82,0.402,68,3,0.01908,419.73,226.52,75.51,1.85,139.91,1,1
